price,size,bed_rooms,toilets,house_type,property_legal_document,city,district,ward,street,floors
150000000000.0,300000.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Cần Giờ,Xã Lý Nhơn,Đường Lý Nhơn,
1800000000.0,417.0,3.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Phước,Thị xã Bình Long,Phường An Lộc,Đường Đoàn Thị Điểm,1.0
1430000000.0,157.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Trung Lập Hạ,Đường Số 587,
558000000.0,35.0,1.0,1.0,,Sổ hồng riêng,Bình Định,Thành phố Qui Nhơn,Phường Nhơn Phú,Tây Sơn,
345000000.0,250.0,,,,Đã có sổ,Bình Dương,Huyện Phú Giáo,Xã An Linh,DH507,
5800000000.0,40.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 1,Đường Lê Văn Duyệt,2.0
19000000000.0,2754.0,,,,Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã An Lập,Đường Hồ Chí Minh,
1350000000.0,55.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã An Phú Tây,Đường Quốc lộ 1,
12890000000.0,722.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Vĩnh Phú 19,
1100000000.0,345.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Cà Mau,Huyện Cái Nước,Xã Thạnh Phú,Ấp Tân Hoà xã Thạnh Phú củ,
12000000000.0,300.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Thị trấn Phước Bửu,Đường Quốc lộ 55,
6180000000.0,71.5,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Đường số 3,3.0
1450000000.0,70.0,,,,Đã có sổ,Bắc Giang,Huyện Yên Thế,Xã Xuân Lương,Chợ Xuân Lương,
6500000000.0,100.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Nguyễn Thị Nhuần,
1200000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Bình Sơn,Bình Sơn,
700000000.0,46.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Mỹ Thạnh,Hẻm Trần Hưng Đạo,2.0
11500000000.0,89.5998,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 4,nguyễn kiệm,2.0
9500000000.0,1600.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Bàu Chinh,Đường Kim Long - Láng Lớn,
3500000000.0,89.1999,,,,Đang chờ sổ,Bình Định,Huyện Tuy Phước,Xã Phước Thuận,Quy Nhơn Iconic,
3250000000.0,32.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),Đường số 4,2.0
11500000000.0,110.0,7.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 7,Đường số 2,6.0
3000000000.0,27.8999,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,Đường Tân Hương,2.0
1700000000.0,114.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,Đường Võ Nguyên Giáp,
1600000000.0,152.8,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Tu,KA1,
5700000000.0,64.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Số 13,2.0
8900000000.0,84.1999,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,☎️ BÁN NHÀ KHU VIP DÂN TRÍ TÂN BÌNH- GẦN NHÀ GA T3 - NGAY TRƯỜNG CHINH - ĐƯỜNG NHỰA 8M THÔNG TỨ TUNG - ĐI BỘ RA CHỢ - NGANG 5M- NỞ HẬU 6.7M- 3 TẦNG - 84.2M2 ĐẤT XÂY DỰNG - KO LỘ GIỚI - CHỈ 8.9 TỶ ,3.0
2200000000.0,20.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 3,Đường Lê Văn Duyệt,
1100000000.0,54.0,2.0,1.0,,Sổ hồng riêng,Đồng Nai,Huyện Long Thành,Thị trấn Long Thành,Đường Phạm Văn Đồng,
4350000000.0,50.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tự An,Đường Trần Hưng Đạo,
1499999999.0,170.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Khánh Xuân,Đường Nguyễn Cảnh Dị,
1990000000.0,30.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Đường số 6,
4800000000.0,3125.0,3.0,2.0,Nhà biệt thự,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường An Bình,Đường Trần Thị Vững,
6000000000.0,247.0,5.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 8,Đường Đặng Tấn Triệu,3.0
580000000.0,231.0,,,,Đã có sổ,Bến Tre,Huyện Chợ Lách,Xã Vĩnh Hòa,đưởng liên xã,
1650000000.0,147.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Phước Hội,Ven Biển,
11200000000.0,89.5998,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 4,Đường Nguyễn Kiệm,2.0
2400000000.0,28.7999,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường Phú Khương,Đại lộ đồng khởi,2.0
7900000000.0,60.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 14,Hẻm 237 Phạm Văn Chiêu,4.0
1090000000.0,114.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Sông Thao,Đường Khúc Cua Bà Lý,
2723000000.0,53.5499,1.0,1.0,,Hợp đồng mua bán,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Đường Đại lộ Bình Dương,
485000000.0,400.0,,,,Đã có sổ,Bình Phước,Huyện Đồng Phú,Xã Đồng Tiến,12,
10000000000.0,65.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Thắng Tam,Hẻm 44 Xô Viết Nghệ Tĩnh,
3999999999.0,125.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Trảng Dài,Đường Đồng Khởi,
6700000000.0,139.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Đường Hoàng Văn Thụ,
1140000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Bắc Sơn,Bắc hoà phú Sơn,
1300000000.0,250.0,,,,Đã có sổ,Đồng Nai,Huyện Thống Nhất,Xã Gia Kiệm,Đường Quốc lộ 20,
799000000.0,5500.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông Bông,Xã Hòa Lễ,TL 12,
23000000000.0,175.6,10.0,,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Quận 4,Phường 4,Đường Vĩnh Hội,
1600000000.0,71.0999,2.0,2.0,,Sổ hồng riêng,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Nguyễn Du,
1500000000.0,648.0,,,,Đã có sổ,Bến Tre,Huyện Giồng Trôm,Xã Sơn Phú,Dt887,
17500000000.0,20.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 3,Phường 11,Đường Lê Văn Sỹ,
740000000.0,25.0,2.0,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Hà Huy Giáp,
7000000000.0,16.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 3,Phường 11,Đường Trần Văn Ðang,2.0
950000000.0,96.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,Đường Dương Đình Cúc,1.0
2800000000.0,56.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường An Bình,Đường Số 12,1.0
6500000000.0,37.5,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 11,Phường 11,Đường Vòng xoay Lê Đại Hành,
1250000000.0,21.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Định,Thành phố Qui Nhơn,Phường Hải Cảng,trần hưng đạo,2.0
3780000000.0,250.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Hưng Thịnh,Đông Hoà,
4000000000.0,52.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Đường Lâm Văn Bền,2.0
800000000.0,75.18,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 7,Lý Thường ,1.0
550000000.0,1024.0,,,,Đã có sổ,Bình Phước,Huyện Lộc Ninh,Xã Lộc Thạnh,Đường Quốc lộ 13,
4000000000.0,40.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 14,Đường Phạm Văn Chiêu,
10900000000.0,640.0,3.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Huyện Châu Thành,Thị trấn Châu Thành,Ql.57b,
10000000000.0,10000.0,,,,Đã có sổ,An Giang,Huyện Tịnh Biên,Thị trấn Tịnh Biên,quốc lộ 91,
10900000000.0,52.0,3.0,3.0,Nhà phố liền kề,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường An Khánh (Quận 2 cũ),Đường Trần Não,
6500000000.0,215.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,"4/3f Bùi Hữu Nghĩa, Bình Đức 2",2.0
14000000000.0,62.4,3.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 8,Đường Bình Tiên,3.0
570000000.0,49.0,1.0,1.0,,Sổ hồng riêng,An Giang,Thành phố Long Xuyên,Phường Mỹ Hòa,Nguyễn Hoàng,
9200000000.0,173.0,9.0,6.0,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Quốc lộ 1,4.0
3350000000.0,235.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Xã Hoà Long,Đường Tỉnh lộ 52,1.0
2750000000.0,150.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Hưng Định,An Thạnh 72,
1600000000.0,260.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phước Hoà,Suối nhum,
6500000000.0,200.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Nghĩa Thành,Trung tâm,
2950000000.0,145.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Long Điền,Thị trấn Long Điền,Đường Trần Hưng Đạo,
10950000000.0,95.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường Số 49,4.0
9700000000.0,120.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Số 14,3.0
30000000000.0,173.0,6.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 4,bacu,2.0
1350000000.0,30.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Trung Dũng,Đường Phan Đình Phùng,
11500000000.0,98.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 7,Đường Hoàng Văn Thụ,2.0
1360000000.0,250.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Phước Tân,Ấp Thạnh Sơn 4,
2480000000.0,720.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông Búk,Xã Cư Pơng,Buôn Xóm A,
10700000000.0,4929.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Hố Nai 3,Suối Sao 2,
10950000000.0,96.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 1,Đường Lê Ngọc Hân,2.0
12000000000.0,3400.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Phước Tân,Đường Võ Thị Sáu,
420000000.0,230.0,,,,Đã có sổ,Bình Phước,Huyện Hớn Quản,Xã Phước An,Ấp Sóc Tranh,
7800000000.0,78.4,7.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 4,Đường Lý Thường Kiệt,2.0
550000000.0,1140.0,,,,Đã có sổ,Bình Phước,Huyện Chơn Thành,Xã Minh Hưng,Minh Hưng,
3845000000.0,1124.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Đức,Đường Quốc lộ 1,
1190000000.0,100.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Tân An,Đường ĐX-112,
1200000000.0,500.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Khánh Xuân,Đường Phan Huy Chú,
5550000000.0,120.5,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Ngô Văn Sở,
950000000.0,1000.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Cần Giờ,Xã An Thới Đông,Đường Lý Nhơn,
17800000000.0,98.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 17,Đường Ngô Thời Nhiệm,2.0
1800000000.0,1183.3,,,,Đã có sổ,Cà Mau,Huyện Ngọc Hiển,Thị trấn Rạch Gốc,Đường 13 Tháng 12,
7800000000.0,432.7998,1.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Đông,Đường Nguyễn Kim Cương,
1200000000.0,500.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông Bông,Xã Cư KTy,Tỉnh Lộ 9 ,
24000000000.0,1556.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Quý Tây,Đường Đoàn Nguyễn Tuấn,
15000000000.0,1035.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Phước Thái,Nhựa,2.0
2000000000.0,120.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,An Giang,Thị xã Tân Châu,Xã Vĩnh Hòa,Chợ Vĩnh Hòa,
1890000000.0,567.0,4.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Định,Huyện Phù Cát,Xã Cát Trinh,Đường xe hơi,
6800000000.0,200.0,3.0,2.0,Nhà phố liền kề,Đang chờ sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,Đường Quốc lộ 22,
1080000000.0,126.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Xã Hoà Long,Đường Quốc lộ 56,
1972800000.0,44.0,1.0,1.0,,Hợp đồng mua bán,Bình Định,Thành phố Qui Nhơn,,"Đường Trần Hưng Đạo, Phường Lê Lợi, Thành phố Qui Nhơn, Bình Định",
4800000000.0,85.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,Đường DCT11,1.0
980000000.0,205.0,,,,Đã có sổ,Bình Định,Huyện Phù Cát,Xã Cát Tân,Thôn Hoà Dõng,
7990000000.0,125.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành,Đường Nguyễn Văn Trỗi,2.0
15000000000.0,120.0,3.0,,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Đường Hoa Bằng,
22000000000.0,5500.0,,,,Đã có sổ,Bình Thuận,Thị xã La Gi,Xã Tân Tiến,HÙNG VƯƠNG+TRẦN KHÁNH DƯ,
320000000000.0,9620.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 8,
11400000000.0,100.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường số 27,3.0
1800000000.0,3.0,,,,Đã có sổ,Cà Mau,Huyện Ngọc Hiển,Thị trấn Rạch Gốc,Ấp Tam Hiệp,
3400000000.0,343.2998,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tam Phước,Đường Nguyễn Hoàng,
11000000000.0,400.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Hiệp,Đường Đồng Khởi,
2400000000.0,219.0,,,,Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Đông Xuyên,Hẻm đường Nguyễn Biểu,
2070000000.0,65.0,2.0,2.0,,Hợp đồng mua bán,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phú Mỹ,Đường Quốc lộ 51,
3650000000.0,66.0,2.0,2.0,,Hợp đồng mua bán,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Đường Vĩnh Phú 16,
5350000000.0,45.0,8.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 4,Phường 15,Tôn Đản,5.0
390000000.0,300.0,11.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Huyện Bàu Bàng,Xã Trừ Văn Thố,Đường Quốc lộ 13,
5400000000.0,119.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Đường tỉnh 743B,1.0
13000000000.0,100.0,5.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Đường số 28,3.0
3100000000.0,171.0,,,,Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 9,Đường Phan Đình Giót,
5500000000.0,118.8,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,Đường Huỳnh Bá Chánh,2.0
3400000000.0,105.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường An Bình,Đường Hàn Thuyên,
6860000000.0,48.0,6.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 10,Đường Âu Cơ,5.0
10900000000.0,300.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Phú,Đường D6,
2250000000.0,400.0,,,,Đã có sổ,Đắk Nông,Huyện Đắk Mil,Xã Đức Mạnh,Đường tỉnh 682,
6200000000.0,75.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Đường Tô Ngọc Vân,
4800000000.0,120.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Đường An Nhơn,
4650000000.0,120.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Nguyễn Văn Trỗi,
3600000000.0,70.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Phú,Đường Bình Chuẩn 32,3.0
1000000000.0,1066.0,,,,Đã có sổ,Bình Phước,Huyện Đồng Phú,Xã Thuận Lợi,Đường tỉnh 741,
4000000000.0,66.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Đường M1,
5568000000.0,40.6548,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 12,Đường Quang Trung,2.0
24500000000.0,3500.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Quy Đức,Đường Bùi Văn Sự,
6200000000.0,100.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường số 6,2.0
4299000000.0,69.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long A (Quận 9 cũ),Phước Long A,
16500000000.0,723.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thành,719,
600000000.0,80.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Phước Hải,Đường Lý Thường Kiệt,
5700000000.0,219.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,An Giang,Thành phố Châu Đốc,Phường Châu Phú B,Đường Thủ Khoa Huân,1.0
320000000.0,350.0,,,,Giấy tờ khác,Bình Dương,Thành phố Thuận An,Phường An Thạnh,Đường An Thạnh 11,
12500000000.0,88.0,6.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Trung,Đường Trịnh Đình Trọng,5.0
1350000000.0,277.0,,,,Đã có sổ,An Giang,Huyện Thoại Sơn,Xã Vĩnh Trạch,Lộ Tẻ Mương Trâu,
2800000000.0,400.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Bưng Riềng,Đường Quốc lộ 55,
4200000000.0,4200.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Xuân Sơn,Đường xuân sơn ,
18000000000.0,240.0,5.0,5.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,Lái Thiêu 1,
2200000000.0,650.0,,,,Đã có sổ,Đắk Nông,Huyện Đắk Song,Xã Trường Xuân,Đường Quốc lộ 14,
14000000000.0,274.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành,Đường Phạm Ngũ Lão,
8300000000.0,80.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Đông (Quận Thủ Đức cũ),Đường số 30,4.0
1890000000.0,40.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Đường Phạm Hữu Lầu,2.0
1000000000.0,134.5,,,,Đã có sổ,Bình Định,Thị xã An Nhơn,Xã Nhơn Mỹ,Khu D Thiết Tràng,
3000000000.0,90.0,,,,Đã có sổ,Bình Định,Thị xã An Nhơn,Phường Bình Định,Khu Chợ Mới,
13500000000.0,300.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,Đường D12,1.0
3790000000.0,1383.3,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Long Phước,Đường Quốc lộ 51,
890000000.0,100.0,5.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Thuận,Thị xã La Gi,Phường Phước Lộc,Đường Nguyễn Trung Trực,
4700000000.0,180.0,,,,Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Bình Khánh,Lạc Long Quân,
5900000000.0,240.0,4.0,3.0,,Hợp đồng mua bán,Bình Thuận,Thành phố Phan Thiết,Xã Tiến Thành,Lạc Long Quân,
6800000000.0,60.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 14,Đường Trương Công Định,
2000000000.0,119.0,1.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Bửu Hòa,Nguyễn Thị Tồn,
11600000000.0,76.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Nguyễn Văn Linh,1.0
8000000000.0,56.0,4.0,4.0,Nhà phố liền kề,Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Võ Thị Liễu,4.0
1999999999.0,90.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Tiến,Đường Lương Thế Vinh,1.0
14500000000.0,120.0,5.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,Đường D1,4.0
2100000000.0,210.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Hưng Long,Kênh T9,
6700000000.0,88.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Đường số 12,
3700000000.0,140.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Nguyễn Trung Trực,
4400000000.0,106.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 33,
3580000000.0,87.3,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Tây Hoà,Đường Tây Hoà 15,
22500000000.0,180.0,6.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Cát Lái (Quận 2 cũ),Đường Lê Văn Thịnh Nối Dài,
4550000000.0,48.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 14,Đường Bình Đông,2.0
