price,size,bed_rooms,toilets,house_type,property_legal_document,city,district,ward,street,floors
1950000000.0,58.2999,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 4,Đường Phạm Hồng Thắm,1.0
1200000000.0,32.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,Đường 6b,1.0
6900000000.0,64.0,6.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường Miếu Bình Đông,3.0
7490000000.0,102.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Đường Phước Thiện,
1930000000.0,42.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,Đường Nguyễn Trãi,1.0
9500000000.0,300.0,11.0,7.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Thạnh,Đường Thủ Khoa Huân,
9500000000.0,45.5998,5.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 5,Đường Thích Quảng Đức,4.0
6200000000.0,118.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Đường tỉnh 743C,
3150000000.0,100.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Đường Bùi Hữu Nghĩa,
1800000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Long Đức,"An Phước, Long Thành, Đồng Nai",
3080000000.0,80.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Đường Bình Hòa 01,
2500000000.0,38.0,1.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 4,Phường 3,12B,
4260000000.0,19639.4,,,,Đã có sổ,Bình Thuận,Huyện Bắc Bình,Xã Hòa Thắng,Đường tỉnh 716,
7800000000.0,129.0,6.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường số 53,2.0
25000000000.0,10000.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Thị trấn Trảng Bom,Đường Nguyễn Hoàng,
6300000000.0,60.0,4.0,4.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường N6,4.0
5500000000.0,515.4,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Ea Tam,Đường Y Nuê,1.0
5200000000.0,86.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Quốc lộ 1,
1650000000.0,100.0,3.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Định,Thành phố Qui Nhơn,Xã Nhơn Hội,"Khu Tái Định Cư Nhơn Phước, Khu Kinh Tế Nhơn Hội",1.0
5500000000.0,74.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Đường số 3,1.0
5100000000.0,25000.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Trí,Thôn Lâm Giang,
12390000000.0,119.0,6.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 6,
1300000000.0,300.0,,,,Đã có sổ,An Giang,Huyện Tịnh Biên,Xã An Hảo,Quốc Lộ949,
5200000000.0,240.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Cường,hẻm 87 Lạc Long Quân,2.0
5200000000.0,200.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Giao Long,Lộ Ngang,
25900000000.0,174.1,4.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Thắng Tam,Đường Nam Kỳ Khởi Nghĩa,4.0
3750000000.0,31.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 4,Phường 8,Đường Tôn Đản,2.0
250000000.0,75.0,2.0,1.0,Nhà phố liền kề,Sổ chung / công chứng vi bằng,An Giang,Huyện Chợ Mới,Xã Nhơn Mỹ,đường ven sông,
9000000000.0,132.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Đường 21,
590000000.0,12.8,1.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Hiệp Thành 13,1.0
7100000000.0,88.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Đường số 12,
590000000.0,80.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,Quốc Lộ 13,
1900000000.0,48.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Bình Khánh,Đường Nguyễn Cảnh Dị,1.0
4000000000.0,112.8,2.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Thành Nhất,Đường Trần Phú,1.0
510000000.0,108.0,,,,Đã có sổ,Đắk Lắk,Huyện Ea Kar,Thị trấn Ea Kar,Km 51 sau chợ e3,
6300000000.0,95.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 1,
1900000000.0,105.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Long An,Quốc Lộ 51,
3500000.0,20000.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Phước Tân,Chuyên dùng Phước Tân,
500000000.0,300.0,,,,Đã có sổ,Bình Phước,Huyện Hớn Quản,Xã An Khương,DT757 nhựa,
3550000000.0,85.0,3.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Đường Số 1,
2870000000.0,120.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,Đường Y Moan Ênuôl,
4750000000.0,31.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Đường Chu Văn An,2.0
1100000000.0,18.0,2.0,2.0,Nhà phố liền kề,Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường Số 47,
1780000000.0,27.5,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 3,Hẻm Âu Dương Lân,
5700000000.0,72.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường Số 16,2.0
2600000000.0,252.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phú Hội,Đường Lý Thái Tổ,
1180000000.0,56.0,1.0,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,Đường Quách Điêu,1.0
4900000000.0,120.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Cầu Tân Tạo,
4500000000.0,102.0,,,,Đã có sổ,Bình Thuận,Thành phố Phan Thiết,Phường Đức Nghĩa,Đường Phan Bội Châu,
7650000000.0,50.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Thị trấn Nhà Bè,Đường Đào Tông Nguyên,4.0
2380000000.0,23.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 15,Đường Thống Nhất,2.0
5350000000.0,162.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Đường 1A,
1290000000.0,29.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Thạnh Lộc 41,
30000000000.0,6000.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã Thanh Tuyền,Đường tỉnh 744,1.0
16000000000.0,119.0,6.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường Số 12,3.0
1900000000.0,1180.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Bảo Vinh,Đường Duy Tân,
502000000.0,32.0,2.0,1.0,,Hợp đồng mua bán,Đồng Nai,Huyện Nhơn Trạch,Xã Phước An,Nguyễn Văn Cừ,
2000000.0,2400.0,,,,Đã có sổ,Bình Thuận,Huyện Bắc Bình,Xã Phan Rí Thành,Liên Xã,
15000000000.0,126.0,11.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 11,Phường 1,Đường Tân Hóa,
5500000.0,6303.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Long Tân,Đường Lý Tự Trọng kéo dài,
19000000000.0,140.0,10.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Xuân Bình,Tượng đài long khánh,5.0
700000000.0,1000.0,,,,Đã có sổ,Bình Phước,Huyện Đồng Phú,Xã Tân Hưng,Đường Sắc Si,
1500000000.0,1000.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phước Khánh,Đường cao tốc Bến Lức - Long Thành,
800000000.0,68.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 7,Đường Huỳnh Thúc Kháng,1.0
1600000000.0,100.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Phước Tân,Đường Hồ Văn Huê,
4000000000.0,60.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường Tân Kỳ Tân Quý,2.0
3550000000.0,90.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,Hẻm 217 Nguyễn Thị Minh Khai,2.0
5150000000.0,115.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Thạnh,Đường N1,
7200000000.0,68.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Đường Chiến Lược,4.0
3750000000.0,81.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phạm Hữu Lầu,
4600000000.0,68.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Bế Văn Cấm,
7800000000.0,63.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,67/42 Bờ Bao Tân Thắng,
7950000000.0,52.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 4,Đường Nguyễn Tri Phương,
4000000000.0,150.0,4.0,,Nhà phố liền kề,Đã có sổ,Bến Tre,Thành phố Bến Tre,Xã Sơn Đông,Đường Quốc lộ 60,
16000000000.0,130.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 2,Đường Võ Thị Sáu,2.0
1850000000.0,58.0999,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Đường Lào Cai,
3750000000.0,122.4,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đường Vũng Thiện,
1550000000.0,51.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Đường Xuân Thới Thượng 26,
5700000000.0,460.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Hưng Định,Đường Hưng Định 11,
2100000000.0,645.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Xã Trừ Văn Thố,Đường Hồ Chí Minh,
12500000000.0,80.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 13,Đường Huỳnh Văn Bánh,4.0
1100000000.0,90.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Tương Bình Hiệp,Đường Bùi Ngọc Thu,
3650000.0,85.0,3.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Số1,
35000000000.0,2100.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Phước Thuận,Đường tỉnh 998,
5390000000.0,128.0,3.0,2.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Quận 7,Phường Tân Hưng,ngô Thị bì,
2000000000.0,192.0,,,,Đã có sổ,Bắc Giang,Huyện Lạng Giang,Xã Tân Hưng,KCN Tân Hưng,
1700000000.0,438.0,,,,Đã có sổ,Bình Dương,Huyện Phú Giáo,Thị trấn Phước Vĩnh,Đường Phan Bội Châu,
1480000000.0,38.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Nguyễn Công Trứ,2.0
4200000000.0,120.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Long Điền,Xã An Ngãi,Đường Phan Đăng Lưu,
550000000.0,300.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Mai,Đường Đồng Khởi,
28000000000.0,81000.0,,,,Đã có sổ,Đắk Nông,Huyện Đắk Mil,Xã Thuận An,Quốc,
4870000000.0,68.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 5,Đường Phan Văn Trị,4.0
520000000.0,250.0,,,,Đã có sổ,Bình Phước,Huyện Hớn Quản,Xã Tân Quan,Đường tỉnh 756C,
2000000000.0,90.0,,,,Đã có sổ,Bình Định,Thành phố Qui Nhơn,Phường Nhơn Bình,Nguyễn Diêu,
5850000000.0,108.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Mỹ Long,Mỹ Long,3.0
1700000000.0,1100.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Vĩnh Tân,Đường tỉnh 767,
13500000000.0,300.0,4.0,5.0,Nhà biệt thự,Đang chờ sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Phú Mỹ,2.0
600000000.0,172.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Thuận,Huyện Bắc Bình,Thị trấn Lương Sơn,Nguyễn Tất Thành,1.0
8500000000.0,68.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Tân Thới Nhất 25,
1750000000.0,68.0,3.0,2.0,,Sổ hồng riêng,Bình Dương,Thành phố Thuận An,Phường An Phú,Liên Huyện,
9800000000.0,78.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A (Quận 9 cũ),Đường Làng Tăng Phú,1.0
5250000000.0,40.7,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Trung,Đường Âu Cơ,
1950000000.0,55.0,2.0,2.0,,Hợp đồng mua bán,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Thống Nhất,
14000000000.0,1890.8,,,,Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Tân Thạch,"Mặt Tiền Quốc Lộ 60 Cũ, Đường Trần Văn Ơn Cách Bến Phà Gạch Miễu 1 Kim",
3950000000.0,228.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Phường Long Toàn,Đường Phạm Văn Bạch,
6700000000.0,49.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 11,Phường 1,Đường Phú Thọ,3.0
4500000000.0,125.0,3.0,2.0,,Sổ hồng riêng,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Nguyễn An Ninh,Đường Ba Tháng Hai,
2919000000.0,80.0,,,,Đã có sổ,Bình Dương,Huyện Bắc Tân Uyên,Xã Tân Lập,Đường d3,
2400000000.0,640.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã Định Thành,không ,1.0
10080000000.0,18000.0,,,,Đã có sổ,Bến Tre,Huyện Mỏ Cày Bắc,Xã Hưng Khánh Trung A,Quốc Lộ 57/hẻm,
620000000.0,1000.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Bình Trung,Liên xã,
1900000000.0,35.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B (Quận 9 cũ),Đường Trương Văn Hải,1.0
400000000.0,386.0,,,,Đã có sổ,Bình Phước,Huyện Hớn Quản,Thị trấn Tân Khai,"khu phố tàu ô, 12",
400000000.0,239.0,,,,Đã có sổ,Bình Phước,Huyện Hớn Quản,Xã Thanh An,Ấp Phùm lu Tư Ly,
1100000000.0,1058.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Bình Ba,Đường Láng Lớn - Suối Nghệ,
790000000.0,210.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Xuân Tân,Đường Quốc lộ 1,
2500000000.0,1000.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Láng Dài,Láng Dài ,
2800000000.0,693.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Đường Phạm Văn Hy,
5000000000.0,271.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Long Mỹ,Đường Võ Thị Sáu,
15000000000.0,85.0,11.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 3,Đường Phan Đăng Lưu,6.0
1200000000.0,100.0,3.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 9,Đường Châu Văn Liêm,2.0
1700000000.0,1693.4,5.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Phước,Thị xã Bình Long,Phường Hưng Chiến,Đường Phan Bội Châu,
780000000.0,200.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Bảo Vinh,Tiến Tới,
1250000000.0,239.0,,,,Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã Định Hiệp,704,
650000000.0,108.0,2.0,1.0,"Nhà ngõ, hẻm",Giấy tờ viết tay,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,hẻm 222 Nguyễn Thông,1.0
2350000000.0,238.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Châu Pha,Đường Bà Rịa - Sông Pha - Sông Xoài,
19000000000.0,200.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Đường Kinh Dương Vương,2.0
10500000000.0,73.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 12,Đường Thành Thái,1.0
1900000000.0,96.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Thành phố Bến Tre,Xã Phú Hưng,Đường Phú Hào,1.0
1150000000.0,80.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Cà Mau,Huyện Năm Căn,Thị Trấn Năm Căn,Đường Lý Nam Đế,1.0
26000000000.0,8000.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Bàu Lâm,Đường ĐT328,
6300000000.0,30.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 8,Đường Nguyễn Trọng Tuyển,
700000000.0,96.0,,,,Sổ chung / công chứng vi bằng,Đồng Nai,Thành phố Biên Hòa,Phường An Hoà,Đường Nguyễn Trung Trực,
4900000000.0,24.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 4,Đường Nguyễn Đình Khơi,3.0
2650000000.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 9,Đường Ba Đình,2.0
4000000000.0,2126.5,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Láng Lớn,Đường Láng Lớn - Suối Nghệ,
6400000000.0,90.0,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Đường Nguyễn Thị Thảnh,
13800000000.0,73.0,8.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 2,Đường Bạch Đằng,4.0
9600000000.0,72.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Đường Bùi Đình Tuý,2.0
7950000000.0,70.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 16,Đường số 4,2.0
600000000.0,104.0,,,,Đã có sổ,Bình Định,Huyện Tuy Phước,Xã Phước Thành,Bình An,
4686868688.0,204.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phước Thiền,Lý thái tổ,
680000000.0,100.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Bảo Vinh,ĐƯỜNG SÔ 5,
500000000.0,60.0,2.0,2.0,,Sổ hồng riêng,Bình Dương,Thị xã Tân Uyên,Phường Khánh Bình,Tỉnh lộ 746,
12000000000.0,351.44,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Đường Nguyễn Văn Tỏ,
2160000000.0,18000.0,,,,Đã có sổ,Đắk Lắk,Huyện Cư M'gar,Xã Ea M'DRóh,Đường 8m,
7800000000.0,64.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,Đường Phan Huy ích,2.0
900000000.0,450.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Hòa Hội,Nhựa,
5350000000.0,38.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 12,Đường Nguyễn Thái Bình,
1780000000.0,150.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,Đường D7,
8200000000.0,424.1,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Định,Thành phố Qui Nhơn,Phường Bùi Thị Xuân,Âu Cơ,2.0
1100000000.0,2010.0,,,,Đã có sổ,Bến Tre,Huyện Giồng Trôm,Xã Phước Long,Ấp 3,
1200000000.0,300.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,Đường N4,
3400000000.0,126.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,Đường Tân Hiệp 39+40,
1500000000.0,286.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,Thôn Lập Phước,
3500000000.0,1.2879,,,,Đã có sổ,Bình Phước,Huyện Đồng Phú,Xã Thuận Phú,Thuận Phú,
520000000.0,250.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Đường 3A,
400000.0,189000.0,,,,Đã có sổ,Đắk Lắk,Huyện Ea H'leo,Xã Ea H'leo,Thôn 2c,
570000000.0,250.0,,,,Đã có sổ,Đồng Nai,Huyện Tân Phú,Xã Phú Lâm,Đường Số 3,
680000000.0,300.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,Đường Số 2,
950000000.0,110.5,,,,Đã có sổ,Bình Phước,Thành phố Đồng Xoài,Phường Tiến Thành,Khu phố 2,
400000000.0,250.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Thị trấn Trảng Bom,phước an tân quan ,
11900000000.0,400.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đắk Nông,Huyện Đắk R'Lấp,Thị trấn Kiến Đức,Đường Nguyễn Du,4.0
3880000000.0,64.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đường D2,
1450000000.0,49.0,2.0,,,Hợp đồng mua bán,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,Lê Khả Phiêu,
2000000000.0,60.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Đường Châu Văn Lồng,
399000000.0,250.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã An Phước,phước an tân quan,
420000000.0,200.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường An Bình,nguyen thu thien,
